Workclass,Education,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Hours per week,Country,Target,Age,Capital Gain,Capital Loss,age_binary
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,26,0,0,0
Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,<=50K,27,0,0,0
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,50,China,>50K,43,0,0,1
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,United-States,>50K,47,0,2415,1
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,46,0,0,1
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,33,United-States,<=50K,71,0,0,1
,Some-college,10,Divorced,,Unmarried,Amer-Indian-Eskimo,Male,30,United-States,<=50K,54,0,0,1
Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,50,Germany,>50K,50,0,0,1
Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K,15,2463,0,0
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,>50K,23,0,0,0
Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,38,0,0,0
Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,65,United-States,<=50K,33,0,0,0
Private,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,35,Mexico,<=50K,34,0,0,0
Private,HS-grad,9,Separated,Craft-repair,Unmarried,White,Male,40,United-States,<=50K,48,0,0,1
Local-gov,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,20,Philippines,<=50K,41,0,0,0
Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,38,United-States,<=50K,46,0,0,1
Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,20,United-States,<=50K,38,0,0,0
Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,<=50K,12,0,0,0
Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,22,0,0,0
Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,35,United-States,<=50K,31,0,0,0
Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,65,0,0,1
Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,60,0,0,1
State-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,Black,Female,40,United-States,<=50K,44,0,0,1
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,65,20051,0,1
Local-gov,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,24,3273,0,0
Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K,19,0,0,0
Private,HS-grad,9,Divorced,Protective-serv,Not-in-family,Black,Male,45,United-States,<=50K,35,0,0,0
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,53,0,0,1
Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,47,0,0,1
Federal-gov,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Male,20,United-States,<=50K,49,0,0,1
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,67,0,0,1
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States,<=50K,51,0,0,1
Private,12th,8,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,20,United-States,<=50K,29,0,0,0
,HS-grad,9,Widowed,,Not-in-family,White,Female,40,United-States,<=50K,22,0,0,0
Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,35,United-States,<=50K,15,1151,0,0
Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,32,United-States,>50K,14,0,0,0
Private,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,46,United-States,<=50K,69,0,0,1
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Female,40,United-States,<=50K,24,0,0,0
Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,64,4101,0,1
Self-emp-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,>50K,29,0,0,0
Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,69,0,0,1
Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico,<=50K,34,0,0,0
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,<=50K,26,0,0,0
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,15,0,0,0
Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,35,United-States,<=50K,41,0,0,0
Private,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,20,United-States,<=50K,57,0,0,1
Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,<=50K,72,0,0,1
State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,46,England,>50K,47,0,0,1
Private,9th,5,Never-married,Other-service,Own-child,White,Female,20,United-States,<=50K,20,0,0,0
Private,HS-grad,9,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Male,35,China,>50K,19,14084,0,0
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,5,,<=50K,34,0,0,0
Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K,60,0,0,1
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K,70,0,0,1
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,11,0,0,0
Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,15,0,0,0
Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,40,0,0,0
Private,HS-grad,9,Divorced,Sales,Unmarried,White,Male,30,United-States,<=50K,39,1151,0,0
Private,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Male,45,United-States,>50K,66,0,0,1
,Some-college,10,Never-married,,Own-child,White,Female,3,United-States,<=50K,14,0,0,0
Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K,33,0,0,0
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,48,0,0,1
Private,Bachelors,13,Divorced,Protective-serv,Not-in-family,White,Male,40,United-States,<=50K,34,0,0,0
Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K,63,0,0,1
Federal-gov,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,40,Puerto-Rico,<=50K,61,0,0,1
Private,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,45,United-States,<=50K,68,0,0,1
Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,25,United-States,>50K,62,0,0,1
Self-emp-not-inc,Assoc-voc,11,Never-married,Other-service,Other-relative,White,Female,40,United-States,<=50K,15,0,0,0
Private,10th,6,Never-married,Craft-repair,Own-child,White,Male,30,United-States,<=50K,50,0,0,1
,11th,7,Never-married,,Not-in-family,Black,Female,40,United-States,<=50K,39,0,0,0
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,40,Hong,<=50K,42,0,0,0
Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,35,United-States,<=50K,21,0,0,0
State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,48,United-States,<=50K,19,0,0,0
,Bachelors,13,Married-civ-spouse,,Husband,White,Male,30,United-States,>50K,26,0,0,0
Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,Mexico,<=50K,34,0,0,0
Private,Some-college,10,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K,73,0,0,1
Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,61,0,2415,1
Private,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,<=50K,13,5013,0,0
Self-emp-not-inc,7th-8th,4,Divorced,Sales,Other-relative,White,Male,20,Mexico,<=50K,38,0,0,0
Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Female,40,United-States,<=50K,14,0,0,0
Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,35,United-States,<=50K,19,0,2339,0
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,<=50K,39,0,0,0
Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,>50K,29,14344,0,0
Private,11th,7,Never-married,Sales,Own-child,White,Female,12,United-States,<=50K,37,0,1602,0
Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,53,0,0,1
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,34,0,0,0
Local-gov,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,40,Canada,<=50K,33,0,0,0
Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,16,United-States,<=50K,32,0,0,0
Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,<=50K,41,0,0,0
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,15,0,0,0
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,40,,>50K,49,0,0,1
Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,<=50K,72,0,0,1
Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,>50K,41,0,0,0
Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,>50K,36,0,0,0
Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,29,99999,0,0
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,30,United-States,<=50K,70,0,0,1
Federal-gov,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,>50K,55,0,0,1
Self-emp-not-inc,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,45,Canada,<=50K,65,0,0,1
Private,HS-grad,9,Separated,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,40,United-States,<=50K,17,0,0,0
Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K,41,0,0,0
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,33,0,0,0
Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,35,United-States,<=50K,19,0,0,0
Self-emp-inc,1st-4th,2,Married-civ-spouse,Sales,Husband,White,Male,60,,<=50K,71,0,0,1
Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K,62,0,0,1
Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,<=50K,20,0,0,0
Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K,52,0,0,1
Private,Doctorate,16,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,18,0,0,0
Private,5th-6th,3,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,20,1797,0,0
Private,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Female,35,United-States,<=50K,37,0,0,0
Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K,52,3103,0,1
,Some-college,10,Never-married,,Own-child,White,Male,30,United-States,<=50K,47,0,0,1
,HS-grad,9,Widowed,,Not-in-family,White,Male,32,United-States,<=50K,57,0,0,1
Private,Some-college,10,Separated,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,38,0,0,0
Self-emp-not-inc,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Female,35,United-States,<=50K,59,0,0,1
Private,12th,8,Widowed,Handlers-cleaners,Unmarried,White,Female,50,United-States,<=50K,35,0,0,0
Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,54,0,1902,1
Private,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Female,18,United-States,<=50K,38,0,0,0
Private,HS-grad,9,Never-married,Exec-managerial,Other-relative,White,Female,42,Germany,<=50K,16,0,0,0
Private,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K,63,0,0,1
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,16,0,0,0
Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Guatemala,<=50K,46,0,0,1
Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,44,7298,0,1
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,37,0,0,0
Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,55,0,0,1
Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,30,United-States,<=50K,48,0,0,1
Self-emp-not-inc,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,60,United-States,>50K,46,0,0,1
Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K,15,0,0,0
Private,11th,7,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K,35,0,0,0
Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,<=50K,30,0,0,0
State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,38,China,>50K,68,0,0,1
Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,7,United-States,<=50K,29,0,0,0
Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,<=50K,62,0,0,1
Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,<=50K,32,0,0,0
Federal-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,42,0,1902,0
Private,HS-grad,9,Never-married,Craft-repair,Unmarried,Black,Female,40,United-States,<=50K,65,0,0,1
Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,70,United-States,>50K,16,0,0,0
,Some-college,10,Never-married,,Own-child,White,Male,40,United-States,<=50K,12,0,0,0
Private,9th,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Mexico,<=50K,16,0,0,0
Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,16,0,0,0
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K,19,0,0,0
Self-emp-inc,10th,6,Never-married,Other-service,Own-child,Black,Male,35,United-States,<=50K,61,0,0,1
Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,29,5178,0,0
Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,23,0,0,0
Local-gov,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,69,0,0,1
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,35,United-States,>50K,43,0,0,1
Federal-gov,10th,6,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,<=50K,57,0,0,1
Private,Bachelors,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,45,United-States,<=50K,21,0,0,0
Private,HS-grad,9,Widowed,Other-service,Unmarried,Black,Female,40,United-States,<=50K,43,0,0,1
Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,37,United-States,<=50K,46,0,0,1
Federal-gov,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,58,United-States,<=50K,44,0,0,1
Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,15,0,1848,0
Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,65,0,0,1
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,<=50K,62,0,0,1
Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,58,0,0,1
Private,9th,5,Separated,Handlers-cleaners,Own-child,White,Male,38,United-States,<=50K,59,0,0,1
Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,50,United-States,>50K,52,0,0,1
Self-emp-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,<=50K,48,0,0,1
Private,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,22,0,0,0
Private,Prof-school,15,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,>50K,56,27828,0,1
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,25,United-States,<=50K,24,0,0,0
Private,10th,6,Never-married,Sales,Not-in-family,White,Female,25,United-States,<=50K,34,0,1762,0
Private,Masters,14,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K,15,0,0,0
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,15,United-States,<=50K,68,0,0,1
Private,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,38,United-States,<=50K,51,0,0,1
Private,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,70,United-States,<=50K,35,0,0,0
Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,65,0,0,1
Private,9th,5,Never-married,Handlers-cleaners,Unmarried,Black,Male,40,United-States,<=50K,25,0,0,0
Private,HS-grad,9,Married-spouse-absent,Craft-repair,Unmarried,White,Male,50,United-States,<=50K,71,0,0,1
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,69,0,0,1
Private,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,30,United-States,<=50K,50,0,0,1
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K,66,0,1902,1
Private,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,43,0,0,1
Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,<=50K,11,0,0,0
Private,Some-college,10,Divorced,Sales,Unmarried,White,Female,60,United-States,<=50K,64,0,0,1
Private,Bachelors,13,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,40,Philippines,<=50K,26,0,0,0
Private,11th,7,Never-married,Handlers-cleaners,Not-in-family,White,Male,25,United-States,<=50K,57,0,0,1
Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,50,0,0,1
Private,Some-college,10,Widowed,Sales,Not-in-family,White,Female,20,United-States,<=50K,38,0,0,0
Federal-gov,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,52,0,0,1
Private,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,20,United-States,<=50K,21,0,0,0
Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K,12,0,0,0
Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,70,United-States,<=50K,50,3908,0,1
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States,>50K,39,0,0,0
Private,1st-4th,2,Married-civ-spouse,Other-service,Other-relative,Black,Female,16,United-States,<=50K,21,0,0,0
Self-emp-not-inc,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,70,United-States,>50K,71,0,0,1
